timestamp,soil_moisture,reservoir_level
2025-08-01T00:00:00Z,42.6406177737979,70.9698220391268
2025-08-01T00:05:00Z,39.9330156741467,71.5600616530358
2025-08-01T00:10:00Z,41.4861345239763,69.2820407937207
2025-08-01T00:15:00Z,40.8997641742177,69.9256069290602
2025-08-01T00:20:00Z,40.9716798149744,70.3747934813418
2025-08-01T00:25:00Z,40.5337466621841,68.7537429881521
2025-08-01T00:30:00Z,40.430946514782,70.0969488508199
2025-08-01T00:35:00Z,43.6378909418468,69.4698952229157
2025-08-01T00:40:00Z,40.0829129523904,71.1521098449147
2025-08-01T00:45:00Z,39.3755909676403,70.6274799049537
2025-08-01T00:50:00Z,40.7007871622738,68.6706202700568
2025-08-01T00:55:00Z,42.6435482202947,70.1505058832857
2025-08-01T01:00:00Z,38.0520723162596,71.3796047464428
2025-08-01T01:05:00Z,41.8453079217371,69.3956424350043
2025-08-01T01:10:00Z,38.531013752453,70.4107270389673
2025-08-01T01:15:00Z,41.5468511238315,69.6354458887427
2025-08-01T01:20:00Z,39.4242085375723,69.1454480146359
2025-08-01T01:25:00Z,44.2001936380346,69.7319439878113
2025-08-01T01:30:00Z,38.6202452511577,69.5078625521623
2025-08-01T01:35:00Z,39.8950547747959,70.1956334834014
2025-08-01T01:40:00Z,39.4884391761304,70.7461627709664
2025-08-01T01:45:00Z,42.2553245461766,70.4975260209275
2025-08-01T01:50:00Z,39.2836529122298,71.7971394864048
2025-08-01T01:55:00Z,41.0634707052355,69.9376774161332
2025-08-01T02:00:00Z,41.9902038310238,67.0174545051425
2025-08-01T02:05:00Z,41.4085399210307,69.8944742597698
2025-08-01T02:10:00Z,39.0161231525689,69.5422149869334
2025-08-01T02:15:00Z,40.8682187875124,71.4761488773806
2025-08-01T02:20:00Z,38.6814710721089,71.804005378772
2025-08-01T02:25:00Z,44.8168095632903,70.1480747611489
2025-08-01T02:30:00Z,40.3088108836714,68.9466510402879
2025-08-01T02:35:00Z,39.5920067784751,71.6049460527471
2025-08-01T02:40:00Z,38.9853553757763,69.507582196162
2025-08-01T02:45:00Z,39.7044993485977,69.4288617928634
2025-08-01T02:50:00Z,39.821715211538,69.4063100531835
2025-08-01T02:55:00Z,42.1202424632593,69.9784096341512
2025-08-01T03:00:00Z,40.4264282627005,69.1200371515933
2025-08-01T03:05:00Z,40.534402302026,70.3465676819987
2025-08-01T03:10:00Z,41.1876272482373,69.3122103595475
2025-08-01T03:15:00Z,42.5907702870311,68.8997779691762
2025-08-01T03:20:00Z,40.7051042080962,71.0415111629066
2025-08-01T03:25:00Z,37.8192643776142,68.6808691463158
2025-08-01T03:30:00Z,40.87678079511,69.8527296337066
2025-08-01T03:35:00Z,41.6026175289652,69.8931806271674
2025-08-01T03:40:00Z,39.2526094826929,70.3976321658539
2025-08-01T03:45:00Z,38.7977046162303,71.1374220183025
2025-08-01T03:50:00Z,41.6879066891708,71.3745984124278
2025-08-01T03:55:00Z,41.6041194854955,69.4731944855868
2025-08-01T04:00:00Z,39.6997306556768,69.7265163536352
2025-08-01T04:05:00Z,37.8878752558442,69.7213325011786
2025-08-01T04:10:00Z,40.4998929807335,70.945516745724
2025-08-01T04:15:00Z,43.1411045938983,69.8837727059996
2025-08-01T04:20:00Z,43.3389914189544,71.2630204233283
2025-08-01T04:25:00Z,42.5461830574067,70.1968152985755
2025-08-01T04:30:00Z,43.4780911886621,70.9384104459003
2025-08-01T04:35:00Z,41.8980130508514,67.9019437633377
2025-08-01T04:40:00Z,40.8640298318419,71.0557312769353
2025-08-01T04:45:00Z,40.1051679547442,69.3465614245172
2025-08-01T04:50:00Z,41.5322777913338,70.0631196720407
2025-08-01T04:55:00Z,39.7451057637907,71.556726703913
2025-08-01T05:00:00Z,37.8468159220074,73.7171916896931
2025-08-01T05:05:00Z,39.4452259892832,70.7690016106325
2025-08-01T05:10:00Z,39.2488969352571,70.392797167849
2025-08-01T05:15:00Z,40.4958932378179,70.2147982877285
2025-08-01T05:20:00Z,41.8497696245793,69.8060323175588
2025-08-01T05:25:00Z,40.242174672268,70.1795901928533
2025-08-01T05:30:00Z,40.1780795451614,69.4359666287175
2025-08-01T05:35:00Z,41.0063580289138,69.8950709675233
2025-08-01T05:40:00Z,42.6139455265475,69.8895522744149
2025-08-01T05:45:00Z,39.2125219351199,69.8569508195743
2025-08-01T05:50:00Z,39.4950140051795,71.2161461946354
2025-08-01T05:55:00Z,40.3804443941619,68.9270963882705
2025-08-01T06:00:00Z,39.7571362870117,70.6303234386944
2025-08-01T06:05:00Z,40.5296496250944,71.1809449112176
2025-08-01T06:10:00Z,39.5743765398957,70.9266313158836
2025-08-01T06:15:00Z,40.3603093642669,71.4107765843806
2025-08-01T06:20:00Z,44.4435780515176,71.7975134469889
2025-08-01T06:25:00Z,41.9487149448277,71.0049504286196
2025-08-01T06:30:00Z,41.7365619931653,69.7012717861197
2025-08-01T06:35:00Z,42.7200910560963,71.3646989843965
2025-08-01T06:40:00Z,42.8813089007116,71.8107924406644
2025-08-01T06:45:00Z,41.3732547059731,70.5281958816443
2025-08-01T06:50:00Z,42.3937740623851,69.5034940008628
2025-08-01T06:55:00Z,40.3215192558462,70.7311082645784
2025-08-01T07:00:00Z,39.0417861052138,69.9845965691127
2025-08-01T07:05:00Z,42.0945837309752,71.5037095177115
2025-08-01T07:10:00Z,41.5520681462474,69.6435369205119
2025-08-01T07:15:00Z,39.9259889442677,70.9757194213094
2025-08-01T07:20:00Z,41.4578279519701,69.6495477813883
2025-08-01T07:25:00Z,39.8598479642424,69.8113273310099
2025-08-01T07:30:00Z,41.597974130268,70.6124048531738
2025-08-01T07:35:00Z,41.2537350578286,70.6394948833257
2025-08-01T07:40:00Z,39.6314125487164,70.9398491732469
2025-08-01T07:45:00Z,37.8294269210794,69.8857780486087
2025-08-01T07:50:00Z,38.0783112017171,70.0417356461106
2025-08-01T07:55:00Z,40.0947249619133,71.0513937056194
2025-08-01T08:00:00Z,40.7424321338752,71.0719648692877
2025-08-01T08:05:00Z,40.3631944153477,70.1876592886778
2025-08-01T08:10:00Z,41.2088389616311,70.4097255502249
2025-08-01T08:15:00Z,40.379820615452,70.8508344718568
2025-08-01T08:20:00Z,39.2318327377083,70.9249746595828
2025-08-01T08:25:00Z,39.4774370918188,70.0416336420841
2025-08-01T08:30:00Z,39.5628063174133,69.3525637373005
2025-08-01T08:35:00Z,42.6033407800999,71.3737971986017
2025-08-01T08:40:00Z,41.2209245854849,69.4827182674434
2025-08-01T08:45:00Z,41.084178176958,70.0941070567767
2025-08-01T08:50:00Z,41.8613467638611,71.1293374297955
2025-08-01T08:55:00Z,40.6433757109584,70.8813041349393
2025-08-01T09:00:00Z,40.8589843585299,70.3195544571745
2025-08-01T09:05:00Z,40.1869794697236,69.6555798698367
2025-08-01T09:10:00Z,41.8513120619385,72.0337716668775
2025-08-01T09:15:00Z,42.6390777933755,68.3502160367904
2025-08-01T09:20:00Z,42.0124666448445,68.567009503061
2025-08-01T09:25:00Z,41.7337959703286,71.79253186352
2025-08-01T09:30:00Z,40.685052424819,68.9199446842676
2025-08-01T09:35:00Z,37.1178869754637,72.0647815429236
2025-08-01T09:40:00Z,41.6525884191192,70.0267394363439
2025-08-01T09:45:00Z,41.1250786777595,69.631860410228
2025-08-01T09:50:00Z,39.3608442778256,69.8175634281177
2025-08-01T09:55:00Z,39.8235807272059,69.3190220922838
